"","Member_ID","Landing","Visits"
"84536","M6219309","Appeal_Claims",0
"84537","L8111365","Appeal_Claims",173
"84538","Z8208962","Appeal_Claims",2
"84539","Y9732400","Appeal_Claims",57
"84540","J8290029","Appeal_Claims",0
"84541","G4074866","Appeal_Claims",0
"84542","O3961181","Appeal_Claims",41
"84543","U8758053","Appeal_Claims",0
"84544","Q1230654","Appeal_Claims",0
"84545","N1153782","Appeal_Claims",0
"84546","Y7714349","Appeal_Claims",0
"84547","C9666033","Appeal_Claims",0
"84548","F8257433","Appeal_Claims",0
"84549","R1389390","Appeal_Claims",0
"84550","E2408917","Appeal_Claims",1
"84551","T5234058","Appeal_Claims",0
"84552","F6062404","Appeal_Claims",0
"84553","P6168500","Appeal_Claims",6
"84554","Z2514581","Appeal_Claims",0
"84555","W8170655","Appeal_Claims",152
"84556","V2875356","Appeal_Claims",0
"84557","C4931507","Appeal_Claims",25
"84558","M7163371","Appeal_Claims",0
"84559","X2996750","Appeal_Claims",0
"84560","Z4412419","Appeal_Claims",0
"84561","P6754130","Appeal_Claims",0
"84562","U9022944","Appeal_Claims",0
"84563","P6123434","Appeal_Claims",11
"84564","S0467754","Appeal_Claims",0
"84565","E9717867","Appeal_Claims",0
"84566","P0640954","Appeal_Claims",0
"84567","F0305834","Appeal_Claims",0
"84568","G2974068","Appeal_Claims",0
"84569","T1696644","Appeal_Claims",0
"84570","S6959520","Appeal_Claims",0
"84571","T3217361","Appeal_Claims",0
"84572","S3696840","Appeal_Claims",62
"84573","T6111511","Appeal_Claims",0
"84574","D1820115","Appeal_Claims",1
"84575","Z2794486","Appeal_Claims",1
"84576","X5318035","Appeal_Claims",0
"84577","H1051094","Appeal_Claims",1
"84578","K3742387","Appeal_Claims",0
"84579","P8572784","Appeal_Claims",0
"84580","K5195028","Appeal_Claims",86
"84581","P1113701","Appeal_Claims",0
"84582","U6641442","Appeal_Claims",0
"84583","D6347602","Appeal_Claims",0
"84584","U5559857","Appeal_Claims",10
"84585","T3902659","Appeal_Claims",0
"84586","F7959314","Appeal_Claims",0
"84587","V9519391","Appeal_Claims",0
"84588","J6616055","Appeal_Claims",0
"84589","S2961874","Appeal_Claims",0
"84590","G3503638","Appeal_Claims",0
"84591","I1480502","Appeal_Claims",0
"84592","L4140626","Appeal_Claims",0
"84593","C3981507","Appeal_Claims",0
"84594","N6084894","Appeal_Claims",0
"84595","P0691224","Appeal_Claims",0
"84596","I1817628","Appeal_Claims",77
"84597","V3231879","Appeal_Claims",0
"84598","K8896836","Appeal_Claims",0
"84599","R8964938","Appeal_Claims",0
"84600","O4416232","Appeal_Claims",0
"84601","H6329041","Appeal_Claims",0
"84602","M4856002","Appeal_Claims",0
"84603","K7763882","Appeal_Claims",0
"84604","T6522204","Appeal_Claims",0
"84605","A4506853","Appeal_Claims",0
"84606","P6857657","Appeal_Claims",0
"84607","Y4162642","Appeal_Claims",40
"84608","C8313454","Appeal_Claims",0
"84609","T8774397","Appeal_Claims",0
"84610","J9271667","Appeal_Claims",0
"84611","D7170780","Appeal_Claims",0
"84612","R5161422","Appeal_Claims",0
"84613","S9059501","Appeal_Claims",0
"84614","V2992087","Appeal_Claims",0
"84615","B9535273","Appeal_Claims",0
"84616","C6103986","Appeal_Claims",0
"84617","Q1869583","Appeal_Claims",0
"84618","H2940586","Appeal_Claims",1
"84619","X1458428","Appeal_Claims",201
"84620","K8317250","Appeal_Claims",0
"84621","Q5664741","Appeal_Claims",0
"84622","U3697528","Appeal_Claims",0
"84623","H8469345","Appeal_Claims",0
"84624","H9924242","Appeal_Claims",0
"84625","A3643296","Appeal_Claims",2
"84626","C3781691","Appeal_Claims",0
"84627","P2764354","Appeal_Claims",198
"84628","O4729533","Appeal_Claims",0
"84629","C2378830","Appeal_Claims",0
"84630","C8561010","Appeal_Claims",0
"84631","J7225929","Appeal_Claims",0
"84632","V3201806","Appeal_Claims",0
"84633","H9100936","Appeal_Claims",0
"84634","R8559946","Appeal_Claims",0
"84635","S7334810","Appeal_Claims",0
"84636","Z8177748","Appeal_Claims",0
"84637","T3084302","Appeal_Claims",0
"84638","Y8794342","Appeal_Claims",0
"84639","F9659417","Appeal_Claims",0
"84640","N2591677","Appeal_Claims",0
"84641","T2653731","Appeal_Claims",0
"84642","F1563649","Appeal_Claims",0
"84643","L7376159","Appeal_Claims",0
"84644","X5319240","Appeal_Claims",0
"84645","R1050572","Appeal_Claims",3
"84646","J2162814","Appeal_Claims",0
"84647","V1151788","Appeal_Claims",84
"84648","O9505415","Appeal_Claims",0
"84649","X4938396","Appeal_Claims",0
"84650","Q6461779","Appeal_Claims",0
"84651","R4634819","Appeal_Claims",0
"84652","R1620588","Appeal_Claims",0
"84653","N2116596","Appeal_Claims",0
"84654","S2813307","Appeal_Claims",122
"84655","S8973027","Appeal_Claims",0
"84656","K5298877","Appeal_Claims",0
"84657","N7043659","Appeal_Claims",0
"84658","E8516019","Appeal_Claims",0
"84659","W8628299","Appeal_Claims",28
"84660","I1622845","Appeal_Claims",0
"84661","I1386153","Appeal_Claims",0
"84662","O3306547","Appeal_Claims",0
"84663","P4660861","Appeal_Claims",6
"84664","Z8086141","Appeal_Claims",1
"84665","U2978440","Appeal_Claims",0
"84666","Z0898348","Appeal_Claims",0
"84667","O8041461","Appeal_Claims",0
"84668","A1415130","Appeal_Claims",0
"84669","S5410705","Appeal_Claims",0
"84670","Q6681503","Appeal_Claims",0
"84671","T3497777","Appeal_Claims",0
"84672","V7259239","Appeal_Claims",0
"84673","T3812470","Appeal_Claims",0
"84674","M0936818","Appeal_Claims",0
"84675","F9779536","Appeal_Claims",0
"84676","H1054623","Appeal_Claims",0
"84677","T5378673","Appeal_Claims",89
"84678","J1618453","Appeal_Claims",0
"84679","E8092740","Appeal_Claims",0
"84680","M8890368","Appeal_Claims",0
"84681","O9131214","Appeal_Claims",0
"84682","D8526450","Appeal_Claims",0
"84683","J0608410","Appeal_Claims",0
"84684","Z7988605","Appeal_Claims",144
"84685","M4317708","Appeal_Claims",0
"84686","Y9962047","Appeal_Claims",0
"84687","S8756731","Appeal_Claims",0
"84688","L4374393","Appeal_Claims",0
"84689","F3253640","Appeal_Claims",0
"84690","D2530620","Appeal_Claims",0
"84691","T4780931","Appeal_Claims",0
"84692","I4561405","Appeal_Claims",1
"84693","Y5644151","Appeal_Claims",0
"84694","Q7337338","Appeal_Claims",56
"84695","J8795894","Appeal_Claims",0
"84696","W5315232","Appeal_Claims",0
"84697","O3331957","Appeal_Claims",0
"84698","X8763571","Appeal_Claims",0
"84699","H3286596","Appeal_Claims",79
"84700","M7070129","Appeal_Claims",0
"84701","B9426458","Appeal_Claims",1
"84702","O8632350","Appeal_Claims",0
"84703","N8198551","Appeal_Claims",0
"84704","D9618063","Appeal_Claims",0
"84705","P2842589","Appeal_Claims",0
"84706","X2246778","Appeal_Claims",0
"84707","M9514596","Appeal_Claims",0
"84708","X4491326","Appeal_Claims",0
"84709","U3302474","Appeal_Claims",0
"84710","E1515859","Appeal_Claims",0
"84711","E9858340","Appeal_Claims",26
"84712","Y9484987","Appeal_Claims",0
"84713","U6047863","Appeal_Claims",1
"84714","U4988878","Appeal_Claims",1
"84715","E8031733","Appeal_Claims",0
"84716","Y4314855","Appeal_Claims",0
"84717","U9764722","Appeal_Claims",0
"84718","C7088428","Appeal_Claims",0
"84719","A1428246","Appeal_Claims",0
"84720","T8543682","Appeal_Claims",0
"84721","N4742855","Appeal_Claims",0
"84722","I7790923","Appeal_Claims",0
"84723","N2436079","Appeal_Claims",0
"84724","P2176887","Appeal_Claims",0
"84725","J9373986","Appeal_Claims",0
"84726","M8299748","Appeal_Claims",0
"84727","G6091077","Appeal_Claims",0
"84728","O3242859","Appeal_Claims",0
"84729","O9319436","Appeal_Claims",0
"84730","M9805235","Appeal_Claims",0
"84731","B8125475","Appeal_Claims",1
"84732","I5271963","Appeal_Claims",0
"84733","B7537986","Appeal_Claims",0
"84734","A6838807","Appeal_Claims",1
"84735","K2488803","Appeal_Claims",0
"84736","C4013320","Appeal_Claims",0
"84737","E9650538","Appeal_Claims",1
"84738","I1704549","Appeal_Claims",0
"84739","U8125235","Appeal_Claims",0
"84740","S7643071","Appeal_Claims",43
"84741","G8506228","Appeal_Claims",0
"84742","X3406447","Appeal_Claims",0
"84743","R9285932","Appeal_Claims",0
"84744","Z0778796","Appeal_Claims",0
"84745","D4084512","Appeal_Claims",0
"84746","F4254643","Appeal_Claims",0
"84747","A0439373","Appeal_Claims",83
"84748","E3273409","Appeal_Claims",0
"84749","O1183964","Appeal_Claims",0
"84750","Y3496223","Appeal_Claims",0
"84751","N1639868","Appeal_Claims",0
"84752","K2015063","Appeal_Claims",0
"84753","O4357068","Appeal_Claims",0
"84754","R1672441","Appeal_Claims",0
"84755","I2917528","Appeal_Claims",0
"84756","A3932116","Appeal_Claims",0
"84757","X4021315","Appeal_Claims",90
"84758","X6183932","Appeal_Claims",52
"84759","W5865138","Appeal_Claims",0
"84760","M1356460","Appeal_Claims",156
"84761","I9957491","Appeal_Claims",0
"84762","V1924555","Appeal_Claims",0
"84763","I3281609","Appeal_Claims",0
"84764","Y8389860","Appeal_Claims",1
"84765","F8612433","Appeal_Claims",163
"84766","K6726000","Appeal_Claims",0
"84767","M1803544","Appeal_Claims",0
"84768","F6602923","Appeal_Claims",1
"84769","K0665594","Appeal_Claims",0
"84770","Z4132387","Appeal_Claims",0
"84771","K0758919","Appeal_Claims",0
"84772","W2362105","Appeal_Claims",0
"84773","N4760436","Appeal_Claims",0
"84774","C8767288","Appeal_Claims",0
"84775","P8954588","Appeal_Claims",0
"84776","T1129119","Appeal_Claims",105
"84777","E9970374","Appeal_Claims",1
"84778","R9218533","Appeal_Claims",0
"84779","J3438819","Appeal_Claims",0
"84780","Z8801945","Appeal_Claims",0
"84781","D5747388","Appeal_Claims",0
"84782","D8411455","Appeal_Claims",0
"84783","U4557731","Appeal_Claims",187
"84784","U0917011","Appeal_Claims",0
"84785","R7347591","Appeal_Claims",0
"84786","P5985516","Appeal_Claims",0
"84787","J4185171","Appeal_Claims",1
"84788","Y4760475","Appeal_Claims",43
"84789","G4427270","Appeal_Claims",0
"84790","A7835524","Appeal_Claims",0
"84791","K3558561","Appeal_Claims",204
"84792","J4866166","Appeal_Claims",0
"84793","T1628444","Appeal_Claims",0
"84794","F3455813","Appeal_Claims",0
"84795","M0598002","Appeal_Claims",174
"84796","C5312876","Appeal_Claims",1
"84797","M3256838","Appeal_Claims",0
"84798","Y4685435","Appeal_Claims",262
"84799","C7451285","Appeal_Claims",0
"84800","P5769362","Appeal_Claims",0
"84801","W2149880","Appeal_Claims",0
"84802","A0778449","Appeal_Claims",1
"84803","C4368698","Appeal_Claims",0
"84804","C1827172","Appeal_Claims",0
"84805","I3386650","Appeal_Claims",1
"84806","Q0669729","Appeal_Claims",0
"84807","E1018394","Appeal_Claims",1
"84808","B6964439","Appeal_Claims",0
"84809","Y9639525","Appeal_Claims",0
"84810","N1020634","Appeal_Claims",0
"84811","P6159598","Appeal_Claims",0
"84812","O1116975","Appeal_Claims",0
"84813","P0499684","Appeal_Claims",0
"84814","Y5646009","Appeal_Claims",387
"84815","K7667281","Appeal_Claims",0
"84816","A9062778","Appeal_Claims",0
"84817","Q0669580","Appeal_Claims",0
"84818","L5650936","Appeal_Claims",0
"84819","D5771923","Appeal_Claims",0
"84820","R6892093","Appeal_Claims",0
"84821","Y5180550","Appeal_Claims",0
"84822","K6004859","Appeal_Claims",0
"84823","Y3828495","Appeal_Claims",0
"84824","Y2314261","Appeal_Claims",0
"84825","W0458018","Appeal_Claims",3
"84826","L6603879","Appeal_Claims",81
"84827","Q6389276","Appeal_Claims",0
"84828","D7991449","Appeal_Claims",0
"84829","V8683768","Appeal_Claims",1
"84830","B5079880","Appeal_Claims",1
"84831","A6344007","Appeal_Claims",0
"84832","C4347824","Appeal_Claims",1
"84833","R1013353","Appeal_Claims",0
"84834","Z8754937","Appeal_Claims",361
"84835","I8845737","Appeal_Claims",0
"84836","X8169442","Appeal_Claims",0
"84837","S1121857","Appeal_Claims",0
"84838","A9016785","Appeal_Claims",0
"84839","N6900479","Appeal_Claims",0
"84840","G1397876","Appeal_Claims",28
"84841","L5770604","Appeal_Claims",0
"84842","R2916551","Appeal_Claims",0
"84843","Q8284322","Appeal_Claims",0
"84844","I9252982","Appeal_Claims",201
"84845","Z8622808","Appeal_Claims",0
"84846","F9728377","Appeal_Claims",114
"84847","J0338914","Appeal_Claims",273
"84848","K8361283","Appeal_Claims",1
"84849","R7728716","Appeal_Claims",239
"84850","Q5815072","Appeal_Claims",0
"84851","B3592415","Appeal_Claims",0
"84852","U9671488","Appeal_Claims",0
"84853","C3961799","Appeal_Claims",78
"84854","U2997052","Appeal_Claims",0
"84855","H2538039","Appeal_Claims",0
"84856","V4193133","Appeal_Claims",0
"84857","V5538430","Appeal_Claims",0
"84858","H7812790","Appeal_Claims",0
"84859","D3343476","Appeal_Claims",0
"84860","A5366975","Appeal_Claims",1
"84861","M0384761","Appeal_Claims",23
"84862","B3790315","Appeal_Claims",0
"84863","G6817985","Appeal_Claims",0
"84864","E8282842","Appeal_Claims",0
"84865","H0804695","Appeal_Claims",3
"84866","G0447948","Appeal_Claims",0
"84867","H5997492","Appeal_Claims",0
"84868","T7802707","Appeal_Claims",0
"84869","H7859346","Appeal_Claims",0
"84870","Z3362884","Appeal_Claims",0
"84871","E3110010","Appeal_Claims",0
"84872","J0058318","Appeal_Claims",0
"84873","O8294043","Appeal_Claims",0
"84874","T3453265","Appeal_Claims",0
"84875","R0851245","Appeal_Claims",240
"84876","C2571181","Appeal_Claims",1
"84877","Z0478593","Appeal_Claims",0
"84878","R4422464","Appeal_Claims",350
"84879","R8068718","Appeal_Claims",0
"84880","R2591115","Appeal_Claims",0
"84881","S6179776","Appeal_Claims",0
"84882","H0246151","Appeal_Claims",0
"84883","U8017587","Appeal_Claims",0
"84884","Q4089108","Appeal_Claims",0
"84885","E9049205","Appeal_Claims",0
"84886","D7155518","Appeal_Claims",0
"84887","O9821090","Appeal_Claims",176
"84888","R6960718","Appeal_Claims",0
"84889","P8564684","Appeal_Claims",0
"84890","Z9022501","Appeal_Claims",1
"84891","J1391484","Appeal_Claims",0
"84892","V7243171","Appeal_Claims",1
"84893","E4245654","Appeal_Claims",0
"84894","X0391958","Appeal_Claims",53
"84895","G7188228","Appeal_Claims",0
"84896","N1931216","Appeal_Claims",0
"84897","Q1461759","Appeal_Claims",0
"84898","M9657780","Appeal_Claims",0
"84899","M0201662","Appeal_Claims",0
"84900","Q4009590","Appeal_Claims",0
"84901","G2326569","Appeal_Claims",0
"84902","W6734621","Appeal_Claims",0
"84903","D4002058","Appeal_Claims",0
"84904","M7148299","Appeal_Claims",0
"84905","E9358300","Appeal_Claims",0
"84906","P0802332","Appeal_Claims",0
"84907","J8304049","Appeal_Claims",0
"84908","Y0956173","Appeal_Claims",0
"84909","H0393551","Appeal_Claims",0
"84910","H2857623","Appeal_Claims",0
"84911","W7303987","Appeal_Claims",0
"84912","R2418788","Appeal_Claims",0
"84913","S1402296","Appeal_Claims",0
"84914","T3428748","Appeal_Claims",1
"84915","I0733579","Appeal_Claims",52
"84916","J9414602","Appeal_Claims",0
"84917","Z4444166","Appeal_Claims",1
"84918","D3276991","Appeal_Claims",0
"84919","W5459396","Appeal_Claims",0
"84920","S9127352","Appeal_Claims",0
"84921","J2945555","Appeal_Claims",1
"84922","T1547526","Appeal_Claims",0
"84923","D9851413","Appeal_Claims",1
"84924","D8072942","Appeal_Claims",0
"84925","Y5918266","Appeal_Claims",1
"84926","W9274838","Appeal_Claims",1
"84927","C9938971","Appeal_Claims",0
"84928","X8884284","Appeal_Claims",0
"84929","D7842416","Appeal_Claims",0
"84930","X7849910","Appeal_Claims",0
"84931","M6246902","Appeal_Claims",0
"84932","A1071737","Appeal_Claims",0
"84933","C8726222","Appeal_Claims",39
"84934","A9011589","Appeal_Claims",0
"84935","B5487153","Appeal_Claims",0
"84936","Z2434441","Appeal_Claims",1
"84937","T3579467","Appeal_Claims",2
"84938","T0072028","Appeal_Claims",0
"84939","K9701042","Appeal_Claims",53
"84940","I7544403","Appeal_Claims",0
"84941","S1157979","Appeal_Claims",1
"84942","V6367227","Appeal_Claims",0
"84943","P1788267","Appeal_Claims",78
"84944","O0290954","Appeal_Claims",0
"84945","K9509535","Appeal_Claims",0
"84946","V9950130","Appeal_Claims",0
"84947","G1128860","Appeal_Claims",0
"84948","F2834817","Appeal_Claims",0
"84949","C5389368","Appeal_Claims",0
"84950","F8056158","Appeal_Claims",0
"84951","Y8644247","Appeal_Claims",0
"84952","U6470423","Appeal_Claims",0
"84953","N8735321","Appeal_Claims",1
"84954","Q6687840","Appeal_Claims",0
"84955","A8427214","Appeal_Claims",0
"84956","B2007820","Appeal_Claims",0
"84957","P2146971","Appeal_Claims",0
"84958","B9020620","Appeal_Claims",0
"84959","E8568525","Appeal_Claims",0
"84960","B4027727","Appeal_Claims",0
"84961","O1497074","Appeal_Claims",0
"84962","O0016491","Appeal_Claims",0
"84963","X9589346","Appeal_Claims",0
"84964","U3757506","Appeal_Claims",0
"84965","V2991679","Appeal_Claims",1
"84966","W3836231","Appeal_Claims",0
"84967","Q2304253","Appeal_Claims",0
"84968","S3249826","Appeal_Claims",38
"84969","Z2726304","Appeal_Claims",2
"84970","X5903830","Appeal_Claims",0
"84971","F8862771","Appeal_Claims",0
"84972","I1652523","Appeal_Claims",0
"84973","H5073359","Appeal_Claims",0
"84974","B1949069","Appeal_Claims",4
"84975","P0555415","Appeal_Claims",0
"84976","U6438381","Appeal_Claims",74
"84977","I7581699","Appeal_Claims",0
"84978","W7063234","Appeal_Claims",0
"84979","R2688265","Appeal_Claims",1
"84980","V1914454","Appeal_Claims",0
"84981","G8061979","Appeal_Claims",0
"84982","S2035682","Appeal_Claims",0
"84983","B9301848","Appeal_Claims",0
"84984","N0323836","Appeal_Claims",0
"84985","R9944964","Appeal_Claims",351
"84986","R7395432","Appeal_Claims",4
"84987","W2951843","Appeal_Claims",0
"84988","I0538489","Appeal_Claims",270
"84989","P4248075","Appeal_Claims",0
"84990","C2540301","Appeal_Claims",0
"84991","W4391229","Appeal_Claims",0
"84992","L9829770","Appeal_Claims",0
"84993","V5209903","Appeal_Claims",0
"84994","Z7952862","Appeal_Claims",0
"84995","S8335438","Appeal_Claims",133
"84996","D4835218","Appeal_Claims",0
"84997","V8541505","Appeal_Claims",0
"84998","M1973472","Appeal_Claims",326
"84999","W9615719","Appeal_Claims",0
"85000","J0889507","Appeal_Claims",0
"85001","I3721470","Appeal_Claims",0
"85002","U0338581","Appeal_Claims",64
"85003","H7844680","Appeal_Claims",0
"85004","E8725057","Appeal_Claims",0
"85005","K4434868","Appeal_Claims",2
"85006","F0409227","Appeal_Claims",61
"85007","O0504633","Appeal_Claims",0
"85008","G5401800","Appeal_Claims",0
"85009","U0625428","Appeal_Claims",0
"85010","K2701309","Appeal_Claims",0
"85011","F5762075","Appeal_Claims",113
"85012","T4117391","Appeal_Claims",0
"85013","I6826682","Appeal_Claims",0
"85014","D1854911","Appeal_Claims",0
"85015","S0376896","Appeal_Claims",0
"85016","H1507564","Appeal_Claims",0
"85017","J6266803","Appeal_Claims",0
"85018","E5875144","Appeal_Claims",0
"85019","L4892426","Appeal_Claims",0
"85020","H8322605","Appeal_Claims",0
"85021","S5661829","Appeal_Claims",0
"85022","D0339315","Appeal_Claims",0
"85023","R8503530","Appeal_Claims",1
"85024","D9980382","Appeal_Claims",2
"85025","E3143166","Appeal_Claims",0
"85026","Y9871701","Appeal_Claims",1
"85027","H8695666","Appeal_Claims",1
"85028","H7603229","Appeal_Claims",0
"85029","Y6539740","Appeal_Claims",0
"85030","N3874939","Appeal_Claims",0
"85031","E4437229","Appeal_Claims",0
"85032","B6139780","Appeal_Claims",0
"85033","N7200510","Appeal_Claims",0
"85034","R5739830","Appeal_Claims",0
"85035","J6228919","Appeal_Claims",0
"85036","Y9504269","Appeal_Claims",106
"85037","R7421211","Appeal_Claims",0
"85038","X0765012","Appeal_Claims",0
"85039","D1195747","Appeal_Claims",0
"85040","G7442776","Appeal_Claims",0
"85041","W8101794","Appeal_Claims",0
"85042","R2562114","Appeal_Claims",1
"85043","I3397000","Appeal_Claims",0
"85044","M0139631","Appeal_Claims",190
"85045","Y5182253","Appeal_Claims",1
"85046","Q3513525","Appeal_Claims",0
"85047","H2403728","Appeal_Claims",1
"85048","T4747215","Appeal_Claims",0
"85049","Q7157437","Appeal_Claims",0
"85050","E7976247","Appeal_Claims",0
"85051","J1773311","Appeal_Claims",0
"85052","X1402471","Appeal_Claims",1
"85053","K6069248","Appeal_Claims",0
"85054","F0584831","Appeal_Claims",0
"85055","F0998878","Appeal_Claims",0
"85056","H0758548","Appeal_Claims",0
"85057","L1877933","Appeal_Claims",0
"85058","M9000174","Appeal_Claims",0
"85059","I4530268","Appeal_Claims",123
"85060","I1818716","Appeal_Claims",0
"85061","Y5087892","Appeal_Claims",0
"85062","S0760845","Appeal_Claims",0
"85063","V1627033","Appeal_Claims",0
"85064","P6578760","Appeal_Claims",0
"85065","Z5778501","Appeal_Claims",0
"85066","W9421965","Appeal_Claims",0
"85067","S6945978","Appeal_Claims",0
"85068","N3929801","Appeal_Claims",2
"85069","N5142277","Appeal_Claims",0
"85070","R7050087","Appeal_Claims",43
"85071","S8166043","Appeal_Claims",53
"85072","S9541774","Appeal_Claims",9
"85073","A3298980","Appeal_Claims",0
"85074","L5026802","Appeal_Claims",0
"85075","X1865467","Appeal_Claims",212
"85076","V4967329","Appeal_Claims",0
"85077","M9201926","Appeal_Claims",0
"85078","Q7013411","Appeal_Claims",0
"85079","H1176414","Appeal_Claims",0
"85080","P7551947","Appeal_Claims",0
"85081","U4300144","Appeal_Claims",0
"85082","E2614887","Appeal_Claims",1
"85083","H7446133","Appeal_Claims",0
"85084","C1149827","Appeal_Claims",0
"85085","J4950913","Appeal_Claims",0
"85086","S7585036","Appeal_Claims",0
"85087","I0499144","Appeal_Claims",0
"85088","I1406304","Appeal_Claims",0
"85089","I7435593","Appeal_Claims",0
"85090","M4274849","Appeal_Claims",0
"85091","Q1149823","Appeal_Claims",0
"85092","H9439044","Appeal_Claims",1
"85093","F1687476","Appeal_Claims",0
"85094","K0724398","Appeal_Claims",0
"85095","K2203380","Appeal_Claims",0
"85096","H0292289","Appeal_Claims",0
"85097","O5373914","Appeal_Claims",0
"85098","J7571601","Appeal_Claims",0
"85099","Y7550528","Appeal_Claims",0
"85100","V9189718","Appeal_Claims",0
"85101","V5679515","Appeal_Claims",0
"85102","K7727217","Appeal_Claims",0
"85103","N0465002","Appeal_Claims",0
"85104","S0208414","Appeal_Claims",0
"85105","O7280263","Appeal_Claims",0
"85106","T5057336","Appeal_Claims",0
"85107","Q5502636","Appeal_Claims",0
"85108","K8549764","Appeal_Claims",0
"85109","R8812272","Appeal_Claims",34
"85110","W3970692","Appeal_Claims",2
"85111","H5047512","Appeal_Claims",0
"85112","R0335582","Appeal_Claims",0
"85113","J9563648","Appeal_Claims",0
"85114","D7381175","Appeal_Claims",0
"85115","S7205520","Appeal_Claims",2
"85116","G3011016","Appeal_Claims",0
"85117","T8648035","Appeal_Claims",0
"85118","S2765520","Appeal_Claims",1
"85119","Q4926246","Appeal_Claims",0
"85120","F9042676","Appeal_Claims",0
"85121","K4696598","Appeal_Claims",0
"85122","Z4124871","Appeal_Claims",0
"85123","P1166846","Appeal_Claims",93
"85124","U5895803","Appeal_Claims",0
"85125","I7332544","Appeal_Claims",1
"85126","T8822202","Appeal_Claims",0
"85127","L4787385","Appeal_Claims",0
"85128","D9781693","Appeal_Claims",0
"85129","W9289831","Appeal_Claims",0
"85130","T9249343","Appeal_Claims",0
"85131","Q8357669","Appeal_Claims",0
"85132","B6812627","Appeal_Claims",0
"85133","T8512526","Appeal_Claims",0
"85134","L7319604","Appeal_Claims",112
"85135","H1454593","Appeal_Claims",0
"85136","X1989907","Appeal_Claims",1
"85137","Y1319480","Appeal_Claims",0
"85138","B0757481","Appeal_Claims",0
"85139","N8811438","Appeal_Claims",0
"85140","S0339546","Appeal_Claims",1
"85141","X2624460","Appeal_Claims",0
"85142","V6261212","Appeal_Claims",0
"85143","L5509331","Appeal_Claims",0
"85144","Y4717615","Appeal_Claims",0
"85145","U8432148","Appeal_Claims",0
"85146","R6995087","Appeal_Claims",1
"85147","M6846656","Appeal_Claims",1
"85148","H2169299","Appeal_Claims",0
"85149","P8229916","Appeal_Claims",0
"85150","D4152758","Appeal_Claims",0
"85151","W9711101","Appeal_Claims",0
"85152","L5490269","Appeal_Claims",0
"85153","R5093430","Appeal_Claims",0
"85154","A7016327","Appeal_Claims",1
"85155","R1646324","Appeal_Claims",0
"85156","B5771519","Appeal_Claims",1
"85157","U6789203","Appeal_Claims",0
"85158","J9516404","Appeal_Claims",0
"85159","B1927733","Appeal_Claims",0
"85160","T5716703","Appeal_Claims",0
"85161","Y9287309","Appeal_Claims",0
"85162","K3692426","Appeal_Claims",0
"85163","M7525691","Appeal_Claims",0
"85164","F8930209","Appeal_Claims",0
"85165","O0988922","Appeal_Claims",0
"85166","V7950673","Appeal_Claims",1
"85167","X2374274","Appeal_Claims",0
"85168","C5928873","Appeal_Claims",0
"85169","S0273505","Appeal_Claims",0
"85170","U6480916","Appeal_Claims",46
"85171","H6725059","Appeal_Claims",0
"85172","X2986158","Appeal_Claims",0
"85173","P4521062","Appeal_Claims",0
"85174","S3322064","Appeal_Claims",0
"85175","D1491816","Appeal_Claims",0
"85176","X5048595","Appeal_Claims",0
"85177","Y3258900","Appeal_Claims",0
"85178","E6830853","Appeal_Claims",0
"85179","M6888368","Appeal_Claims",0
"85180","E2094664","Appeal_Claims",0
"85181","G5032914","Appeal_Claims",15
"85182","X9268992","Appeal_Claims",0
"85183","A0790202","Appeal_Claims",1
"85184","S4737327","Appeal_Claims",0
"85185","M7325279","Appeal_Claims",296
"85186","N0235365","Appeal_Claims",0
"85187","C0741501","Appeal_Claims",0
"85188","D3601533","Appeal_Claims",0
"85189","W5477611","Appeal_Claims",1
"85190","T1732137","Appeal_Claims",2
"85191","W8764008","Appeal_Claims",0
"85192","W9829606","Appeal_Claims",0
"85193","M0456755","Appeal_Claims",0
"85194","U2044695","Appeal_Claims",2
"85195","Z4295111","Appeal_Claims",0
"85196","M4404739","Appeal_Claims",0
"85197","M0427883","Appeal_Claims",46
"85198","T9291663","Appeal_Claims",0
"85199","C0255309","Appeal_Claims",0
"85200","Z2986375","Appeal_Claims",0
"85201","Q4204195","Appeal_Claims",1
"85202","L5153862","Appeal_Claims",0
"85203","G2890205","Appeal_Claims",0
"85204","U7912315","Appeal_Claims",331
"85205","K1540827","Appeal_Claims",0
"85206","C6322415","Appeal_Claims",0
"85207","E4546736","Appeal_Claims",0
"85208","C5839504","Appeal_Claims",1
"85209","I7789789","Appeal_Claims",0
"85210","I7951148","Appeal_Claims",0
"85211","K0127515","Appeal_Claims",0
"85212","Z7780993","Appeal_Claims",0
"85213","V7735571","Appeal_Claims",0
"85214","J8254281","Appeal_Claims",29
"85215","E4623523","Appeal_Claims",0
"85216","C6809210","Appeal_Claims",0
"85217","Z6370963","Appeal_Claims",0
"85218","I0430967","Appeal_Claims",0
"85219","Q1939502","Appeal_Claims",0
"85220","D0521957","Appeal_Claims",0
"85221","A6231048","Appeal_Claims",0
"85222","B8266919","Appeal_Claims",0
"85223","Y9924259","Appeal_Claims",2
"85224","A9688238","Appeal_Claims",0
"85225","U0876734","Appeal_Claims",142
"85226","Y3987374","Appeal_Claims",0
"85227","H1873624","Appeal_Claims",0
"85228","G3175118","Appeal_Claims",0
"85229","M5697117","Appeal_Claims",0
"85230","B9027309","Appeal_Claims",0
